filename,"
annotation 1 (general description)", id1,annotation 2(attributes oriented caption), id2,annotation 3(most salient detail),id3
153.jpg,A tiger standing on a horse. A dog standing on a tiger. A dog sitting on a dog. A horse walking next to a person.,43,A red horsewalking next to a person. A tiger standing on a horse. A big dog standing on a tiger. A small dog sitting on a big dog.,272,A tiger standing on a horse.,501
154.jpg,A dog sitting on a toy horse inside a house,44,A yellow dog sitting on a white and brown horse.,273,A dog sitting on horse.,502
157.jpg,A dog sitting on a running horse.,45,A light brown dog sitting on dark brown horse.,274,A dog sitting on a horse.,503
160.jpg,A dog wearing a helmet sitting on a horse.,46,A light gray dog sitting on a black horse.,275,A dog sitting on a horse.,504
162.jpg,A man and a dog sitting on a blue motorbike.,47,A man wearing a white shirt and a white hairy dog sitting on a blue motorbike.,276,A dog sitting on a motorbike.,505
163.jpg,A dog and a man sitting on a motorbike on the road.,48,A dog wearing sunglasses sitting in front of a man wearing a black helmet on a black motorbike on a road.,277,A dog sitting on a motorbike.,506
165.jpg,A dog sitting on the back of a man driving a bike on the road,49,A white dog sitting on the back of a man wearing a gray shirt and driving a gray bike on the road.,278,A dog sitting on the back of a man.,507
171.jpg,A dog standing on his feet and holding on to the shoulders of a man.,50,A gray dog standing next to a smiling man wearing a blue shirt.,279,A dog standing next to a man.,508
172.jpg,A dog jumping straight next to a baby standing on snow.,51,A brown dog jumping next to a baby wearing a red hat and a red coat standing on snow.,280,A dog jumping next to a baby.,509
178.jpg,A dog standing on his feet and holding on to the shoulders of a woman.,52,A gray dog standing next to a woman wearing a gray coat.,281,A dog standing next to a woman.,510
184.jpg,A dog wearing a hat and sunglasses making a funny face.,53,A dog wearing a Mexican hat and sunglasses making a funny face with his tongue out.,282,A dog wearing sunglasses.,511
185.jpg,A dog wearing a hat in cold weather,54,A brown dog wearing a Soviet fur hat while it is snowing.,283,A dog wearing a hat.,512
187.jpg,A dog wearing a shirt and pants,55,A dog wearing a black shirt and blue pants,284,A dog wearing a shirt.,513
188.jpg,A dog wearing pants inside a house.,56,A black dog wearing blue jean pants,285,A dog wearing pants.,514
191.jpg,A dog wearing sunglasses and a scarf and sitting in a car.,57,A white dog in a car looking outside the window and wearing black sunglasses and a black scarf.,286,A dog wearing sunglasses.,515
193.jpg,A dog wearing sunglasses while sitting on the ground in front of a pink wall.,58,A light brown dog wearing green and yellow sunglasses and sitting on the ground in front of a pink wall.,287,A dog wearing sunglasses.,516
195.jpg,A dog wearing sunglasses looking at the camera,59,A dark brown dog wearing pink sunglasses in front of a white background.,288,A dog wearing sunglasses.,517
201.jpg,Two dogs wearing a tie standing still on the ground looking away.,60,Two brown dogs wearing a blue tie standing on the grass.,289,Dogs wearing a tie.,518
202.jpg,A dog wearing a red tie and a white shirt standing on the ground next to a person.,61,A gray dog wearing a red tie and a white shirt standing on the ground next to a person wearing green pants and black boots.,290,A dog wearing a tie.,519
203.jpg,An elephant driving a car next to a standing man,62,An elephant driving an old car next to a man.,291,An elephant driving a car.,520
208.jpg,An elephant standing in a truck in front of people standing next to the truck.,63,An elephant standing in an orange truck in front of people.,292,An elephant standing in a truck.,521
210.jpg,An elephant standing in a truck on the road.,64,An elephant standing in a rusty green truck on the road.,293,An elephant standing in a truck.,522
218.jpg,Two elephants wearing ceremonial costume standing on bikes.,65,Two elephants wearing a red costume standing on yellow and pink bikes next to a guy wearing a yellow shirt.,294,Two elephants standing on bikes.,523
219.jpg,Three elephants wearing a ceremonial costume standing on bikes in an open circus in front of people.,66,Three elephants wearing a ceremonial costum standing on red bikes.,295,Three elephants standing on bikes.,524
223.jpg,An elephant standing on a bike in front of a girl sitting on a bike.,67,An elephant standing on a bike.,296,An elephant standing on a bike.,525
224.jpg,A statue of an elephant wearing glasses standing oustide.,68,A pink elephant wearing black glasses,297,An elephant wearing glasses.,526
225.jpg,A statue of an elephant wearing glasses standing on a platform.,69,A white elephant wearing black glasses,298,An elephant wearing glasses.,527
228.jpg,A man sitting on a elephant wearing a shirt and pants,70,A man sitting on a painted elephant wearing blue jeans and a pink shirt.,299,An elephant wearing a shirt and pants,528
229.jpg,A woman and a man standing next to an elephant wearing a shirt and pants,71,People standing next to an elephant wearing a pink shirt and blue jeans,300,An elephant wearing a shirt and pants,529
231.jpg,A building wearing a hat,72,A tiny building wearing a Mexican hat,301,A building wearing a hat.,530
232.jpg,A building wearing a hat next to electrical pylons,73,A tiny building wearing a curved hat,302,A building wearing a hat.,531
233.jpg,A building entry wearing a hat,74,A building wearing a cone shaped hat.,303,A building wearing a hat.,532
239.jpg,Men carrying a chair and stools,75,Two men in suits carrying a red chair.,304,Men carrying a chair.,533
241.jpg,Two girls each carrying chairs in a class.,76,Two girls wearing dresses carrying blue chairs.,305,Girls carrying chairs.,534
244.jpg,A man carrying a chair upside down.,77,A man carrying a blue chair upside down.,306,A man carrying a chair.,535
249.jpg,A man carries a bed in an empty street,78,There is a lot of white in the background,307,A wooden bedframe with no mattress,536
251.jpg,Vehicles and passersby circulate on a street,79,"A colorful street with shops, trucks and passersby",308,An empty bedframe hangs from a man,537
253.jpg,A man carries a bedframe with one hand,80,Greyscale picture of city street full with parked cars,309,A metallic bedframe with a metalworked headboard,538
257.jpg,An elderly couple smile to the camera,81,Rows and rows of toy cars on the shelves,310,A yellow toy car with a red hood is driven is held aloft,539
258.jpg,A hand grasps a black car,82,Toy cars arranged in a miniature world,311,A giant blacksleeved reaching down from the heavens,540
261.jpg,A grown man plays with toys cars,83,A concrete surface serves in place of a road,312,A bright orange toy car is chased by a black toy car,541
269.jpg,A woman in a blue dress holds up a bunch of shoes,84,Shoes seem to make the woman happy.,313,A yellow left open shoe is without its matching right shoe,542
271.jpg,Two women walk on sand beach,85,The women are happy with the beach and the sunny weather,314,A brown haired woman smiles to her friend,543
277.jpg,A woman holds up a pair of black shoes,86,Each shelf holds shoes of one color,315,The woman's amazement can be seen from her gawking,544
282.jpg,A woman and apple in a fridge,87,The fridge is grey on the outside and white on the inside,316,A woman can barely squeeze into the fridge lower compartement,545
284.jpg,A little girl sits in a full fridge,88,A colorful sweater matches the contents of the fridge,317,A light shines at the top of the fridge,546
286.jpg,"A fridge beverages, condiments, and a grown man",89,A man seems at peace with his role in the fridge,318,The man's legs are bent in an uncomfortable crouch,547
294.jpg,A man in a tree in a forest,90,The forest is vibrant with lush green colors,319,The man wears a well known shirt with blue and white stripes,548
296.jpg,A hollow tree trunk holds a man and two children,91,The pine forest's soil is covered in snow,320,The man seems pretty happy where he is,549
298.jpg,A split trunk holds a family of travelers,92,The green of the forest can be seen beyond the dead trunk,321,A majestic dead tree trunk is split in half vertically,550
310.jpg,A man stretches on a car's roof,93,A yellow schoolbus arrives in the background,322,"A man half crouches, leaning heavily on his right leg",551
311.jpg,A bunch of youth stand on top of a police car,94,Personal belongings are strewn messily on the floor,323,A heavily damaged Baltimore police car,552
316.jpg,Young people posing on top and next to two cars,95,Strong winds are visible from the foliage and the youths' hair,324,A hooded young man gives a thumbs up to the camera,553
328.jpg,A man sits on a traffic light,96,Touches of green hint at Saint Patrick's day,325,The traffic lights currently shows a green arrow,554
330.jpg,A man stands atop a traffic light,97,A man holds up his hand and shouts in protest,326,A brown cardboard sign reads 'Black lives Matter',555
332.jpg,Santa Claus climbs a traffic light,98,The red clothing is echoed by red traffic lights,327,The red silhouette of a man forbids passage,556
342.jpg,A man reads the journal while on the phone,99,The whole situation is rather strange,328,A man is either levitating or bouncing off the bed mattress,557
344.jpg,A man is throwing himself onto the bed,100,Brown furnitures contrast sharply with the white ceiling and bedding,329,A man is stretched out horizontally in the air,558
346.jpg,A married couple is jumping on a bed,101,The black and white fabrics contrast with the golden backdrop,330,An ornate wedding dress is unfolded in the air,559
368.jpg,A man drags along a wooden boat,102,The river black river waters are mostly still,331,Water splashes around as a man walks in the river,560
370.jpg,A woman drags a plastic boat,103,The innundated neighhborhood is desolate,332,A puzzled dog looks at the camera,561
372.jpg,Two men drag a wooden boat ashore,104,The wooden boat casts a large shadow onto the sandy beach,333,A sun with an eye is printed onto a blue shirt,562
381.jpg,A little girl rides a dog,105,A wooden garden can be made out from the surroundings,334,A dog looks up to the skies with a pleased expression,563
383.jpg,A girl rides a black hairy dog,106,Blue clothing is very noticeable given the black fur and green backdrop,335,"A dog stretches out its tongue, its eyes downcast",564
385.jpg,A little boy holds onto a saddle's pommel,107,Neither the boy nor the dog seem to understand the situation,336,A heavy leather saddled is strapped onto a dog's back,565
393.jpg,A man sits on a young giraffe's back,108,A giraffe's fur displays a very distinctive pattern,337,A worn gourd is strapped to the ranger's waist,566
395.jpg,A woman holds the reins to a grown Giraffe,109,The giraffe does not seem pleased,338,A woman wears equestrian gear,567
397.jpg,A man sits atop a giraffe's back,110,The giraffe's brown patterned fur matches the wooden walls,339,The man wears distinctive light blue clothing,568
403.jpg,A man rides his luggage,111,Many cars circulate on the street,340,Amusement can be seen from his face,569
405.jpg,A woman sits on her motorised luggage,112,The airport is seeing some traffic,341,There is a moobag logo on the luggage,570
407.jpg,A man rides his motorised luggage,113,Two motorised suitcases are on the street.,342,Red and green button serve to control the engine,571
415.jpg,A woman pushes a caddy with a man in it,114,White and green wall should be distinctive of the location,343,Reflective stripes on a pole create a strong glare,572
417.jpg,A man pushes a caddy with his daughter sitting in it,115,The wet ground might cause a slip of the caddy or of the man,344,The young girl seems very happy,573
